5: 1unique | 1count | 5sum
64339: 3unique | 3count | 5871sum
64343: 2unique | 3count | 121sum
64344: 4unique | 6count | 399sum
64345: 3unique | 3count | 779sum
64349: 2unique | 2count | 510sum
64350: 7unique | 9count | 66sum
64351: 3unique | 3count | 353sum
64355: 3unique | 3count | 277sum
64356: 4unique | 5count | 211sum
64357: 2unique | 2count | 602sum
64361: 3unique | 3count | 5873sum
64362: 4unique | 4count | 653sum
64363: 3unique | 3count | 4977sum
64367: 2unique | 2count | 528sum
64368: 3unique | 8count | 166sum
64369: 2unique | 2count | 1150sum
64373: 1unique | 1count | 64373sum
64374: 3unique | 3count | 10734sum
64375: 2unique | 5count | 123sum
64379: 3unique | 3count | 565sum
64380: 5unique | 6count | 78sum
64381: 1unique | 1count | 64381sum
64385: 3unique | 3count | 247sum
64386: 4unique | 6count | 95sum
64387: 2unique | 3count | 129sum
64391: 2unique | 2count | 3408sum
64392: 3unique | 5count | 2692sum
64393: 2unique | 2count | 9206sum
64397: 2unique | 2count | 978sum
64398: 3unique | 3count | 10738sum
64399: 1unique | 1count | 64399sum
64403: 1unique | 1count | 64403sum
64404: 3unique | 5count | 1799sum
64405: 4unique | 4count | 1198sum
64409: 2unique | 2count | 2250sum
64410: 5unique | 5count | 142sum
64411: 2unique | 2count | 1612sum
64415: 4unique | 4count | 1022sum
64416: 5unique | 9count | 96sum
64417: 2unique | 2count | 1778sum
64421: 2unique | 2count | 9210sum
64422: 3unique | 5count | 1204sum
64423: 2unique | 2count | 2824sum
64427: 3unique | 3count | 5879sum
64428: 6unique | 7count | 99sum
64429: 2unique | 2count | 3410sum
64433: 1unique | 1count | 64433sum
64434: 3unique | 3count | 10744sum
64435: 3unique | 4count | 282sum
64439: 1unique | 1count | 64439sum
64440: 4unique | 7count | 196sum
64441: 3unique | 3count | 4983sum
64445: 2unique | 2count | 12894sum
64446: 4unique | 4count | 495sum
64447: 2unique | 3count | 257sum
64451: 1unique | 1count | 64451sum
64452: 4unique | 5count | 179sum
64453: 1unique | 1count | 64453sum
64457: 2unique | 2count | 1542sum
64458: 3unique | 4count | 3589sum
64459: 2unique | 2count | 956sum
64463: 2unique | 2count | 9216sum
64464: 4unique | 7count | 107sum
64465: 2unique | 2count | 12898sum
64469: 2unique | 2count | 2826sum
64470: 5unique | 5count | 324sum
64471: 3unique | 3count | 5883sum
64475: 2unique | 3count | 2589sum
64476: 3unique | 7count | 215sum
64477: 3unique | 3count | 219sum
64481: 2unique | 2count | 3810sum
64482: 5unique | 5count | 1004sum
64483: 1unique | 1count | 64483sum
64487: 2unique | 2count | 1152sum
64488: 3unique | 5count | 2696sum
64489: 1unique | 1count | 64489sum
64493: 5unique | 7count | 111sum
64494: 3unique | 4count | 3591sum
64495: 2unique | 2count | 12904sum
64499: 1unique | 1count | 64499sum
64500: 4unique | 7count | 65sum
64501: 2unique | 2count | 1270sum
64505: 4unique | 4count | 128sum
64506: 5unique | 5count | 858sum
64507: 2unique | 2count | 508sum
64511: 2unique | 2count | 2112sum
64512: 3unique | 13count | 33sum
64513: 1unique | 1count | 64513sum
64517: 2unique | 2count | 582sum
64518: 3unique | 3count | 10758sum
64519: 4unique | 4count | 742sum
64523: 2unique | 2count | 684sum
64524: 4unique | 5count | 309sum
64525: 3unique | 4count | 128sum
64529: 2unique | 2count | 546sum
64530: 4unique | 6count | 255sum
64531: 2unique | 2count | 1420sum
64535: 2unique | 2count | 12912sum
64536: 3unique | 5count | 2698sum
64537: 3unique | 3count | 5889sum
64541: 2unique | 2count | 510sum
64542: 4unique | 4count | 383sum
64543: 3unique | 3count | 141sum
64547: 2unique | 2count | 9228sum
64548: 5unique | 7count | 195sum
64549: 2unique | 2count | 3814sum
64553: 1unique | 1count | 64553sum
64554: 5unique | 5count | 94sum
64555: 2unique | 2count | 12916sum
64559: 3unique | 3count | 5891sum
64560: 4unique | 7count | 285sum
64561: 3unique | 3count | 431sum
64565: 3unique | 3count | 391sum
64566: 4unique | 5count | 236sum
64567: 1unique | 1count | 64567sum
64571: 3unique | 3count | 4993sum
64572: 3unique | 4count | 5388sum
64573: 2unique | 2count | 2114sum
64577: 1unique | 1count | 64577sum
64578: 4unique | 4count | 281sum
64579: 1unique | 1count | 64579sum
64583: 3unique | 3count | 177sum
64584: 5unique | 9count | 64sum
64585: 2unique | 2count | 12922sum
64589: 2unique | 2count | 9234sum
64590: 4unique | 4count | 2163sum
64591: 1unique | 1count | 64591sum
64595: 2unique | 2count | 12924sum
64596: 4unique | 5count | 783sum
64597: 3unique | 3count | 4995sum
64601: 1unique | 1count | 64601sum
64602: 4unique | 5count | 142sum
64603: 4unique | 4count | 868sum
64607: 2unique | 3count | 129sum
64608: 3unique | 7count | 686sum
64609: 1unique | 1count | 64609sum
64613: 1unique | 1count | 64613sum
64614: 5unique | 7count | 138sum
64615: 2unique | 2count | 12928sum
64619: 2unique | 3count | 217sum
64620: 4unique | 6count | 374sum
64621: 1unique | 1count | 64621sum
64625: 4unique | 6count | 84sum
64626: 3unique | 3count | 10776sum
64627: 1unique | 1count | 64627sum
64631: 2unique | 3count | 1333sum
64632: 3unique | 5count | 2702sum
64633: 1unique | 1count | 64633sum
64637: 2unique | 2count | 702sum
64638: 4unique | 8count | 43sum
64639: 2unique | 2count | 1784sum
64643: 2unique | 2count | 636sum
64644: 3unique | 4count | 5394sum
64645: 3unique | 3count | 1859sum
64649: 3unique | 3count | 4999sum
64650: 4unique | 5count | 446sum
64651: 2unique | 2count | 3820sum
64655: 3unique | 3count | 265sum
64656: 3unique | 7count | 463sum
64657: 3unique | 3count | 143sum
64661: 1unique | 1count | 64661sum
64662: 5unique | 5count | 860sum
64663: 1unique | 1count | 64663sum
64667: 1unique | 1count | 64667sum
64668: 4unique | 5count | 341sum
64669: 3unique | 3count | 5901sum
64673: 2unique | 2count | 9246sum
64674: 3unique | 4count | 3601sum
64675: 4unique | 5count | 235sum
64679: 1unique | 1count | 64679sum
64680: 6unique | 9count | 50sum
64681: 2unique | 2count | 982sum
64685: 3unique | 3count | 783sum
64686: 3unique | 3count | 10786sum
64687: 2unique | 2count | 9248sum
64691: 3unique | 3count | 5903sum
64692: 3unique | 6count | 612sum
64693: 1unique | 1count | 64693sum
64697: 2unique | 2count | 2118sum
64698: 4unique | 4count | 309sum
64699: 3unique | 3count | 149sum
64703: 2unique | 2count | 816sum
64704: 3unique | 8count | 352sum
64705: 2unique | 2count | 12946sum
64709: 1unique | 1count | 64709sum
64710: 4unique | 5count | 732sum
64711: 2unique | 2count | 560sum
64715: 3unique | 4count | 98sum
64716: 3unique | 4count | 5400sum
64717: 1unique | 1count | 64717sum
64721: 2unique | 2count | 1122sum
64722: 5unique | 5count | 102sum
64723: 2unique | 2count | 1156sum
64727: 3unique | 5count | 435sum
64728: 4unique | 7count | 72sum
64729: 2unique | 3count | 1335sum
64733: 2unique | 2count | 3426sum
64734: 3unique | 3count | 10794sum
64735: 4unique | 6count | 156sum
64739: 2unique | 2count | 1620sum
64740: 6unique | 7count | 121sum
64741: 2unique | 2count | 742sum
64745: 3unique | 3count | 591sum
64746: 5unique | 7count | 142sum
64747: 1unique | 1count | 64747sum
64751: 2unique | 2count | 960sum
64752: 4unique | 7count | 101sum
64753: 4unique | 4count | 336sum
64757: 4unique | 5count | 87sum
64758: 4unique | 4count | 299sum
64759: 2unique | 2count | 2120sum
64763: 1unique | 1count | 64763sum
64764: 4unique | 6count | 274sum
64765: 2unique | 2count | 12958sum
64769: 2unique | 2count | 510sum
64770: 5unique | 5count | 154sum
64771: 3unique | 3count | 513sum
64775: 2unique | 3count | 2601sum
64776: 3unique | 5count | 2708sum
64777: 2unique | 2count | 518sum
64781: 1unique | 1count | 64781sum
64782: 4unique | 5count | 128sum
64783: 1unique | 1count | 64783sum
64787: 3unique | 3count | 157sum
64788: 3unique | 4count | 5406sum
64789: 2unique | 2count | 1034sum
64793: 1unique | 1count | 64793sum
64794: 3unique | 3count | 10804sum
64795: 2unique | 2count | 12964sum
64799: 2unique | 2count | 9264sum
64800: 3unique | 11count | 32sum
64801: 4unique | 4count | 202sum
64805: 4unique | 4count | 1028sum
64806: 4unique | 4count | 1555sum
64807: 2unique | 2count | 512sum
64811: 1unique | 1count | 64811sum
64812: 5unique | 6count | 520sum
64813: 3unique | 3count | 251sum
64817: 1unique | 1count | 64817sum
64818: 5unique | 6count | 311sum
64819: 2unique | 2count | 1276sum
64823: 4unique | 4count | 176sum
64824: 4unique | 6count | 119sum
64825: 2unique | 3count | 2603sum
64829: 2unique | 2count | 510sum
64830: 4unique | 4count | 2171sum
64831: 3unique | 3count | 5013sum
64835: 2unique | 2count | 12972sum
64836: 3unique | 5count | 1811sum
64837: 2unique | 2count | 2842sum
64841: 3unique | 3count | 223sum
64842: 4unique | 4count | 213sum
64843: 2unique | 2count | 1124sum
64847: 2unique | 2count | 3432sum
64848: 4unique | 7count | 211sum
64849: 1unique | 1count | 64849sum
64853: 1unique | 1count | 64853sum
64854: 3unique | 5count | 1212sum
64855: 4unique | 4count | 138sum
64859: 2unique | 2count | 900sum
64860: 5unique | 6count | 82sum
64861: 2unique | 2count | 1790sum
64865: 2unique | 2count | 12978sum
64866: 4unique | 4count | 593sum
64867: 3unique | 3count | 5919sum
64871: 1unique | 1count | 64871sum
64872: 4unique | 7count | 82sum
64873: 2unique | 2count | 2266sum
64877: 1unique | 1count | 64877sum
64878: 5unique | 5count | 1010sum
64879: 1unique | 1count | 64879sum
64883: 5unique | 5count | 87sum
64884: 3unique | 4count | 5414sum
64885: 3unique | 3count | 707sum
64889: 4unique | 4count | 386sum
64890: 5unique | 6count | 123sum
64891: 1unique | 1count | 64891sum
64895: 2unique | 2count | 12984sum
64896: 4unique | 12count | 69sum
64897: 3unique | 3count | 207sum
64901: 1unique | 1count | 64901sum
64902: 4unique | 4count | 407sum
64903: 2unique | 2count | 1624sum
64907: 2unique | 2count | 1428sum
64908: 3unique | 6count | 614sum
64909: 3unique | 3count | 5019sum
64913: 2unique | 2count | 606sum
64914: 4unique | 4count | 385sum
64915: 2unique | 2count | 12988sum
64919: 1unique | 1count | 64919sum
64920: 4unique | 6count | 555sum
64921: 1unique | 1count | 64921sum
64925: 3unique | 5count | 77sum
64926: 3unique | 4count | 3615sum
64927: 1unique | 1count | 64927sum
64931: 2unique | 2count | 2268sum
64932: 4unique | 5count | 787sum
64933: 3unique | 3count | 5925sum
64937: 1unique | 1count | 64937sum
64938: 4unique | 4count | 221sum
64939: 2unique | 2count | 9284sum
64943: 2unique | 2count | 744sum
64944: 5unique | 9count | 77sum
64945: 3unique | 3count | 455sum
64949: 2unique | 2count | 714sum
64950: 4unique | 5count | 448sum
64951: 1unique | 1count | 64951sum
64955: 4unique | 4count | 1208sum
64956: 3unique | 4count | 5420sum
64957: 2unique | 2count | 3838sum
64961: 4unique | 4count | 308sum
64962: 3unique | 6count | 415sum
64963: 2unique | 2count | 556sum
64967: 2unique | 2count | 9288sum
64968: 3unique | 5count | 2716sum
64969: 1unique | 1count | 64969sum
64973: 2unique | 2count | 1554sum
64974: 6unique | 7count | 62sum
64975: 3unique | 4count | 146sum
64979: 2unique | 2count | 540sum
64980: 4unique | 7count | 53sum
64981: 2unique | 2count | 9290sum
64985: 3unique | 3count | 363sum
64986: 3unique | 3count | 10836sum
64987: 3unique | 3count | 5025sum
64991: 2unique | 2count | 3840sum
64992: 3unique | 7count | 690sum
64993: 2unique | 2count | 734sum
64997: 1unique | 1count | 64997sum
64998: 4unique | 5count | 188sum
64999: 4unique | 4count | 352sum
65003: 1unique | 1count | 65003sum
65004: 3unique | 4count | 5424sum
65005: 2unique | 2count | 13006sum
65009: 3unique | 3count | 295sum
65010: 6unique | 6count | 229sum
65011: 1unique | 1count | 65011sum
65015: 2unique | 2count | 13008sum
65016: 4unique | 8count | 65sum
65017: 2unique | 2count | 902sum
65021: 4unique | 4count | 302sum
65022: 3unique | 3count | 10842sum
65023: 2unique | 3count | 1341sum
65027: 1unique | 1count | 65027sum
65028: 3unique | 4count | 5426sum
65029: 1unique | 1count | 65029sum
65033: 1unique | 1count | 65033sum
65034: 3unique | 4count | 3621sum
65035: 2unique | 2count | 13012sum
65039: 3unique | 3count | 5029sum
65040: 4unique | 7count | 287sum
65041: 2unique | 2count | 530sum
65045: 2unique | 2count | 13014sum
65046: 4unique | 4count | 335sum
65047: 2unique | 2count | 2272sum
65051: 2unique | 2count | 9300sum
65052: 5unique | 7count | 175sum
65053: 1unique | 1count | 65053sum
65057: 2unique | 2count | 1038sum
65058: 4unique | 4count | 1561sum
65059: 3unique | 3count | 149sum
65063: 1unique | 1count | 65063sum
65064: 3unique | 5count | 2720sum
65065: 6unique | 8count | 86sum
65069: 2unique | 2count | 2130sum
65070: 4unique | 6count | 257sum
65071: 1unique | 1count | 65071sum
65075: 3unique | 4count | 166sum
65076: 6unique | 7count | 75sum
65077: 2unique | 2count | 1162sum
65081: 2unique | 2count | 582sum
65082: 3unique | 3count | 10852sum
65083: 2unique | 2count | 1796sum
65087: 4unique | 4count | 180sum
65088: 3unique | 9count | 131sum
65089: 1unique | 1count | 65089sum
65093: 3unique | 3count | 571sum
65094: 4unique | 4count | 595sum
65095: 3unique | 3count | 329sum
65099: 1unique | 1count | 65099sum
65100: 5unique | 7count | 55sum
65101: 1unique | 1count | 65101sum
65105: 3unique | 3count | 483sum
65106: 3unique | 4count | 3625sum
65107: 3unique | 3count | 209sum
65111: 1unique | 1count | 65111sum
65112: 3unique | 5count | 2722sum
65113: 3unique | 3count | 191sum
65117: 3unique | 3count | 5035sum
65118: 3unique | 3count | 10858sum
65119: 1unique | 1count | 65119sum
65123: 1unique | 1count | 65123sum
65124: 3unique | 8count | 86sum
65125: 2unique | 4count | 536sum
65129: 1unique | 1count | 65129sum
65130: 6unique | 6count | 203sum
65131: 4unique | 4count | 244sum
65135: 3unique | 3count | 1873sum
65136: 4unique | 7count | 93sum
65137: 2unique | 2count | 1282sum
65141: 1unique | 1count | 65141sum
65142: 6unique | 7count | 84sum
65143: 3unique | 3count | 5037sum
65147: 1unique | 1count | 65147sum
65148: 4unique | 5count | 157sum
65149: 3unique | 3count | 275sum
65153: 3unique | 3count | 5945sum
65154: 3unique | 3count | 10864sum
65155: 3unique | 3count | 245sum
65159: 2unique | 2count | 2856sum
65160: 4unique | 7count | 198sum
65161: 2unique | 2count | 3850sum
65165: 2unique | 2count | 13038sum
65166: 3unique | 3count | 10866sum
65167: 1unique | 1count | 65167sum
65171: 1unique | 1count | 65171sum
65172: 3unique | 4count | 5438sum
65173: 1unique | 1count | 65173sum
65177: 2unique | 2count | 9318sum
65178: 4unique | 6count | 99sum
65179: 1unique | 1count | 65179sum
65183: 1unique | 1count | 65183sum
65184: 4unique | 8count | 117sum
65185: 2unique | 2count | 13042sum
65189: 3unique | 3count | 139sum
65190: 5unique | 5count | 104sum
65191: 3unique | 3count | 213sum
65195: 5unique | 5count | 107sum
65196: 3unique | 5count | 1821sum
65197: 3unique | 3count | 5949sum
65201: 2unique | 2count | 690sum
65202: 3unique | 3count | 10872sum
65203: 1unique | 1count | 65203sum
65207: 2unique | 2count | 528sum
65208: 7unique | 9count | 76sum
65209: 2unique | 2count | 1130sum
65213: 1unique | 1count | 65213sum
65214: 3unique | 4count | 3631sum
65215: 2unique | 2count | 13048sum
65219: 3unique | 8count | 80sum
65220: 4unique | 5count | 1099sum
65221: 4unique | 4count | 228sum
65225: 2unique | 3count | 2619sum
65226: 4unique | 4count | 1565sum
65227: 2unique | 2count | 3452sum
65231: 3unique | 3count | 121sum
65232: 3unique | 8count | 168sum
65233: 2unique | 2count | 9326sum
65237: 2unique | 2count | 822sum
65238: 4unique | 4count | 219sum
65239: 1unique | 1count | 65239sum
65243: 2unique | 2count | 1284sum
65244: 3unique | 4count | 5444sum
65245: 2unique | 2count | 13054sum
65249: 2unique | 2count | 990sum
65250: 4unique | 7count | 52sum
65251: 2unique | 2count | 2860sum
65255: 3unique | 3count | 457sum
65256: 3unique | 5count | 2728sum
65257: 1unique | 1count | 65257sum
65261: 2unique | 2count | 9330sum
65262: 4unique | 4count | 227sum
65263: 4unique | 4count | 388sum
65267: 1unique | 1count | 65267sum
65268: 4unique | 7count | 61sum
65269: 1unique | 1count | 65269sum
65273: 3unique | 3count | 5047sum
65274: 6unique | 6count | 93sum
65275: 3unique | 4count | 390sum
65279: 2unique | 2count | 2280sum
65280: 4unique | 11count | 41sum
65281: 2unique | 2count | 770sum
65285: 4unique | 4count | 1214sum
65286: 5unique | 8count | 71sum
65287: 1unique | 1count | 65287sum
65291: 2unique | 2count | 708sum
65292: 3unique | 4count | 5448sum
65293: 1unique | 1count | 65293sum
65297: 3unique | 3count | 207sum
65298: 3unique | 3count | 10888sum
65299: 3unique | 3count | 5049sum
65303: 3unique | 3count | 517sum
65304: 3unique | 6count | 919sum
65305: 3unique | 3count | 395sum
65309: 1unique | 1count | 65309sum
65310: 5unique | 5count | 328sum
65311: 2unique | 2count | 512sum
65315: 2unique | 2count | 13068sum
65316: 3unique | 4count | 5450sum
65317: 3unique | 4count | 88sum
65321: 2unique | 2count | 870sum
65322: 4unique | 5count | 218sum
65323: 1unique | 1count | 65323sum
65327: 1unique | 1count | 65327sum
65328: 3unique | 6count | 1372sum
65329: 3unique | 3count | 5961sum
65333: 2unique | 2count | 906sum
65334: 3unique | 3count | 10894sum
65335: 3unique | 3count | 257sum
65339: 2unique | 2count | 516sum
65340: 5unique | 10count | 62sum
65341: 2unique | 3count | 219sum
65345: 3unique | 3count | 1879sum
65346: 3unique | 3count | 10896sum
65347: 2unique | 2count | 748sum
65351: 5unique | 5count | 505sum
65352: 4unique | 6count | 405sum
65353: 1unique | 1count | 65353sum
65357: 1unique | 1count | 65357sum
65358: 3unique | 4count | 3639sum
65359: 2unique | 2count | 9344sum
65363: 2unique | 2count | 564sum
65364: 5unique | 6count | 452sum
65365: 3unique | 3count | 791sum
65369: 2unique | 2count | 630sum
65370: 4unique | 4count | 2189sum
65371: 1unique | 1count | 65371sum
65375: 2unique | 4count | 538sum
65376: 3unique | 8count | 243sum
65377: 4unique | 4count | 180sum
65381: 1unique | 1count | 65381sum
65382: 4unique | 4count | 663sum
65383: 2unique | 2count | 584sum
65387: 2unique | 2count | 9348sum
65388: 3unique | 4count | 5456sum
65389: 2unique | 2count | 2866sum
65393: 1unique | 1count | 65393sum
65394: 4unique | 6count | 191sum
65395: 5unique | 5count | 97sum
65399: 2unique | 2count | 3864sum
65400: 4unique | 7count | 128sum
65401: 2unique | 2count | 9350sum
65405: 3unique | 3count | 235sum
65406: 5unique | 5count | 1018sum
65407: 1unique | 1count | 65407sum
65411: 2unique | 2count | 588sum
65412: 4unique | 6count | 112sum
65413: 1unique | 1count | 65413sum
